1.174632930755615234e+01,1.216241836547851562e+00
9.010333061218261719e+00,-2.735996246337890625e+00
5.945563793182373047e+00,-3.064769268035888672e+00
1.333823966979980469e+01,7.392675876617431641e+00
1.105524539947509766e+01,-2.282994270324707031e+00
9.765521049499511719e+00,-1.289724349975585938e+00
8.110918045043945312e+00,-1.654603004455566406e+00
9.759905815124511719e+00,1.648987770080566406e+00
1.070382118225097656e+01,9.439153671264648438e-01
1.029250049591064453e+01,-4.113206863403320312e-01
9.113378524780273438e+00,-1.179121971130371094e+00
9.553699493408203125e+00,4.403209686279296875e-01
1.077677822113037109e+01,1.223078727722167969e+00
1.020986557006835938e+01,-5.669126510620117188e-01
8.791271209716796875e+00,-1.418594360351562500e+00
9.178863525390625000e+00,3.875923156738281250e-01
1.020625305175781250e+01,1.027389526367187500e+00
1.084613609313964844e+01,6.398830413818359375e-01
9.897491455078125000e+00,-9.486446380615234375e-01
9.457379341125488281e+00,-4.401121139526367188e-01
9.516880035400390625e+00,5.950069427490234375e-02
1.001842212677001953e+01,5.015420913696289062e-01
1.002734851837158203e+01,8.926391601562500000e-03
9.722379684448242188e+00,-3.049688339233398438e-01
9.667943954467773438e+00,-5.443572998046875000e-02
9.637075424194335938e+00,-3.086853027343750000e-02
1.007889842987060547e+01,4.418230056762695312e-01
9.898865699768066406e+00,-1.800327301025390625e-01
9.905098915100097656e+00,6.233215332031250000e-03
9.432309150695800781e+00,-4.727897644042968750e-01
1.023611068725585938e+01,8.038015365600585938e-01
9.599854469299316406e+00,-6.362562179565429688e-01
9.268563270568847656e+00,-3.312911987304687500e-01
1.166865062713623047e+01,2.400087356567382812e+00
9.202854156494140625e+00,-2.465796470642089844e+00
9.961929321289062500e+00,7.590751647949218750e-01
1.043863582611083984e+01,4.767065048217773438e-01
9.573825836181640625e+00,-8.648099899291992188e-01
9.856780052185058594e+00,2.829542160034179688e-01
1.004120922088623047e+01,1.844291687011718750e-01
9.889943122863769531e+00,-1.512660980224609375e-01
9.709225654602050781e+00,-1.807174682617187500e-01
1.020893764495849609e+01,4.997119903564453125e-01
9.865604400634765625e+00,-3.433332443237304688e-01
9.809439659118652344e+00,-5.616474151611328125e-02
1.023556423187255859e+01,4.261245727539062500e-01
9.882742881774902344e+00,-3.528213500976562500e-01
9.914446830749511719e+00,3.170394897460937500e-02
9.867667198181152344e+00,-4.677963256835937500e-02
1.012592220306396484e+01,2.582550048828125000e-01
9.956659317016601562e+00,-1.692628860473632812e-01
1.052668285369873047e+01,5.700235366821289062e-01
9.378841400146484375e+00,-1.147841453552246094e+00
1.020372867584228516e+01,8.248872756958007812e-01
9.680360794067382812e+00,-5.233678817749023438e-01
9.988883972167968750e+00,3.085231781005859375e-01
9.757946968078613281e+00,-2.309370040893554688e-01
9.166887283325195312e+00,-5.910596847534179688e-01
1.082871437072753906e+01,1.661827087402343750e+00
8.190629959106445312e+00,-2.638084411621093750e+00
