7.452655792236328125e+00,-1.589627265930175781e+00
9.943946838378906250e+00,2.491291046142578125e+00
1.021392440795898438e+01,2.699775695800781250e-01
1.371836471557617188e+01,3.504440307617187500e+00
9.931913375854492188e+00,-3.786451339721679688e+00
7.438906192779541016e+00,-2.493007183074951172e+00
8.041104316711425781e+00,6.021981239318847656e-01
7.951303005218505859e+00,-8.980131149291992188e-02
1.082270431518554688e+01,2.871401309967041016e+00
1.304617881774902344e+01,2.223474502563476562e+00
1.004603099822998047e+01,-3.000147819519042969e+00
1.045878028869628906e+01,4.127492904663085938e-01
8.395413398742675781e+00,-2.063366889953613281e+00
7.038769245147705078e+00,-1.356644153594970703e+00
9.383592605590820312e+00,2.344823360443115234e+00
1.229827499389648438e+01,2.914682388305664062e+00
1.237940883636474609e+01,8.113384246826171875e-02
1.161057472229003906e+01,-7.688341140747070312e-01
9.243832588195800781e+00,-2.366742134094238281e+00
7.296007633209228516e+00,-1.947824954986572266e+00
6.513034820556640625e+00,-7.829728126525878906e-01
1.019989013671875000e+01,3.686855316162109375e+00
1.379916381835937500e+01,3.599273681640625000e+00
1.171792221069335938e+01,-2.081241607666015625e+00
1.007723808288574219e+01,-1.640684127807617188e+00
6.959475994110107422e+00,-3.117762088775634766e+00
7.175352096557617188e+00,2.158761024475097656e-01
1.426131343841552734e+01,7.085961341857910156e+00
1.161405467987060547e+01,-2.647258758544921875e+00
8.170986175537109375e+00,-3.443068504333496094e+00
7.778055191040039062e+00,-3.929309844970703125e-01
1.230684661865234375e+01,4.528791427612304688e+00
1.075024127960205078e+01,-1.556605339050292969e+00
8.659669876098632812e+00,-2.090571403503417969e+00
1.132111072540283203e+01,2.661440849304199219e+00
9.791176795959472656e+00,-1.529933929443359375e+00
9.243835449218750000e+00,-5.473413467407226562e-01
1.053008747100830078e+01,1.286252021789550781e+00
1.174632930755615234e+01,1.216241836547851562e+00
9.010333061218261719e+00,-2.735996246337890625e+00
5.945563793182373047e+00,-3.064769268035888672e+00
1.333823966979980469e+01,7.392675876617431641e+00
1.105524539947509766e+01,-2.282994270324707031e+00
9.765521049499511719e+00,-1.289724349975585938e+00
8.110918045043945312e+00,-1.654603004455566406e+00
9.759905815124511719e+00,1.648987770080566406e+00
1.070382118225097656e+01,9.439153671264648438e-01
1.029250049591064453e+01,-4.113206863403320312e-01
9.113378524780273438e+00,-1.179121971130371094e+00
9.553699493408203125e+00,4.403209686279296875e-01
1.077677822113037109e+01,1.223078727722167969e+00
1.020986557006835938e+01,-5.669126510620117188e-01
8.791271209716796875e+00,-1.418594360351562500e+00
9.178863525390625000e+00,3.875923156738281250e-01
1.020625305175781250e+01,1.027389526367187500e+00
1.084613609313964844e+01,6.398830413818359375e-01
9.897491455078125000e+00,-9.486446380615234375e-01
9.457379341125488281e+00,-4.401121139526367188e-01
9.516880035400390625e+00,5.950069427490234375e-02
1.001842212677001953e+01,5.015420913696289062e-01
